player id,position,team,average points,arima for gw7,select percentage,ict index,top players select %,win,draw,lose,Column1,gw7 points
361,DEF,17,1.75,1,0.046027178,2.1,0.00075,2.27,3.32,3.47,,3
367,DEF,17,0.25,0,0.011877202,0,0.000125,2.27,3.32,3.47,,0
368,DEF,17,0,0,0.000659754,0,0,2.27,3.32,3.47,,0
370,DEF,17,2,1,0.093794501,4.7,0.0185,2.27,3.32,3.47,,5
371,DEF,17,0,0,0.013440359,0,0,2.27,3.32,3.47,,0
374,DEF,17,0,0,0.000674039,0,0,2.27,3.32,3.47,,0
377,DEF,18,0.75,1,0.002655972,3.2,0,7.54,4.83,1.45,,2
379,DEF,18,1.75,1,0.000998283,1.1,0,7.54,4.83,1.45,,2
382,DEF,18,0.75,1,0.000594603,2.6,0,7.54,4.83,1.45,,2
384,DEF,18,0.25,0,0.000534098,0,0,7.54,4.83,1.45,,0
387,DEF,18,1.25,0,0.001216963,0,0,7.54,4.83,1.45,,0
390,DEF,18,0.75,1,0.000797605,0,0,7.54,4.83,1.45,,0
396,DEF,18,0.5,0,0.000563944,0,0,7.54,4.83,1.45,,0
398,DEF,18,0,0,0.002719614,0,0,7.54,4.83,1.45,,0
400,DEF,18,1,0,0.000461282,0,0,7.54,4.83,1.45,,0
401,DEF,18,0,0,4.30E-06,0,0,7.54,4.83,1.45,,0
409,DEF,19,2.5,0,0.009144233,0,0,4.5,4.25,1.74,,1
410,DEF,19,0,0,0.0108867,0,0,4.5,4.25,1.74,,0
411,DEF,19,4.25,0,0.150059542,1.7,0.0055,4.5,4.25,1.74,,1
414,DEF,19,0.5,0,0.002497102,5.5,0,4.5,4.25,1.74,,1
415,DEF,19,0,0,0.000928255,0,0,4.5,4.25,1.74,,0
417,DEF,19,0,1,0.000448624,0,0,4.5,4.25,1.74,,1
418,DEF,19,1,0,0.045689114,0,0.000375,4.5,4.25,1.74,,1
424,DEF,19,0,0,0.002620436,0,0,4.5,4.25,1.74,,0
425,DEF,19,3.5,1,0.037873447,2.9,0.00875,4.5,4.25,1.74,,1
428,DEF,20,0,0,0.000828961,0,0,3.46,3.14,2.36,,0
429,DEF,20,3,0,0.061802168,2,0.00975,3.46,3.14,2.36,,1
431,DEF,20,3,0,0.010184789,1.8,0.00075,3.46,3.14,2.36,,1
432,DEF,20,2.25,0,0.032035302,0,0.023875,3.46,3.14,2.36,,0
433,DEF,20,0,0,6.36E-05,0,0,3.46,3.14,2.36,,0
437,DEF,20,3,0,0.026690143,1.3,0.025125,3.46,3.14,2.36,,2
439,DEF,20,4.25,1,0.003928215,1.8,0.000625,3.46,3.14,2.36,,1
443,DEF,20,0.5,0,0.018903742,0,0.001,3.46,3.14,2.36,,0
446,DEF,20,0,0,0.000211711,0,0,3.46,3.14,2.36,,0
451,DEF,5,1.75,0,0.000920009,0,0,13.1,5.91,1.27,,0
454,DEF,18,0,0,0.003674579,0,0,7.54,4.83,1.45,,0
456,DEF,15,0.75,1,0.00069111,2.4,0,5.65,4.05,1.65,,2
457,DEF,15,1.75,0,0.000770197,0.2,0,5.65,4.05,1.65,,1
460,DEF,16,0.25,0,0.001044504,0,0,2.08,3.66,3.62,,0
463,DEF,9,1.75,0,0.003560304,0,0.00075,2.69,3.49,2.68,,0
465,DEF,14,0.75,0,0.00137804,0,0,6.06,4.2,1.6,,0
466,DEF,1,2.25,1,0.003390517,3.5,0.000625,1.45,4.83,7.54,,6
470,DEF,20,2.5,0,0.002566085,3,0.000625,3.46,3.14,2.36,,1
473,DEF,10,0.25,0,0.004267673,0,0,2.68,3.49,2.69,,0
474,DEF,7,3,1,0.002875116,1.6,0,2.36,3.14,3.46,,6
477,DEF,7,2.75,1,0.003680154,1.6,0,2.36,3.14,3.46,,7
483,DEF,3,0.5,0,0.008922651,0,0.000125,1.65,4.05,5.65,,0
488,DEF,7,2.25,1,0.00442573,1.3,0.000375,2.36,3.14,3.46,,6
491,DEF,16,5.25,1,0.216273737,2.5,0.8275,2.08,3.66,3.62,,6
493,DEF,7,0,0,0.000871117,0,0,2.36,3.14,3.46,,0
494,DEF,17,0.5,1,0.003302255,3.5,0.000375,2.27,3.32,3.47,,8
498,DEF,3,0,0,0.000500535,0,0,1.65,4.05,5.65,,0
501,DEF,6,0,0,0.000828264,0,0,1.27,5.91,13.1,,0
502,DEF,8,0,0,0.000869027,0,0,3.47,3.32,2.27,,0
510,DEF,13,0.5,0,0.000745112,0,0,4.71,4.19,1.73,,0
515,DEF,15,0,0,0.002484443,0,0,5.65,4.05,1.65,,0
521,DEF,19,0,0,0.001690323,0,0,4.5,4.25,1.74,,0
527,DEF,6,4.25,0,0.050562887,0,0.003875,1.27,5.91,13.1,,0
534,DEF,5,0,0,0.002817166,0,0,13.1,5.91,1.27,,0
536,DEF,4,0,0,0.000421448,0,0,1.6,4.2,6.06,,0
539,DEF,6,0,0,0.00011625,0,0,1.27,5.91,13.1,,0
540,DEF,7,0,0,0.000857646,0,0,2.36,3.14,3.46,,0
544,DEF,8,0,0,0.002301649,0,0,3.47,3.32,2.27,,0
546,DEF,16,0,0,0.004998965,0,0.000375,2.08,3.66,3.62,,0
549,DEF,20,0,0,0.002140688,0,0,3.46,3.14,2.36,,0
554,DEF,19,0,0,0.002576537,0,0,4.5,4.25,1.74,,0
555,DEF,13,2.5,1,0.023210203,0,0,4.71,4.19,1.73,,0
560,DEF,4,0,0,0.001941984,0,0.000125,1.6,4.2,6.06,,0
562,DEF,9,0,0,0.000754171,0,0,2.69,3.49,2.68,,0
563,DEF,9,0.25,1,0.004330501,0.2,0.000375,2.69,3.49,2.68,,1
565,DEF,5,0,0,0.000727228,0,0,13.1,5.91,1.27,,0
567,DEF,16,0.25,1,0.000197543,1.4,0,2.08,3.66,3.62,,1
569,DEF,3,0,0,0.002579557,0,0.000125,1.65,4.05,5.65,,0
570,DEF,8,0,0,0.000114275,0,0,3.47,3.32,2.27,,0
580,DEF,15,1.75,0,0.000663006,0,0,5.65,4.05,1.65,,0
584,DEF,4,2.75,0,0.012055932,5.2,0.004125,1.6,4.2,6.06,,2
585,DEF,5,0,0,0.000154225,0,0,13.1,5.91,1.27,,0
588,DEF,17,1.5,1,0.002473527,1.9,0.0005,2.27,3.32,3.47,,6
590,DEF,1,4,1,0.035036191,6.4,0.010875,1.45,4.83,7.54,,5
594,DEF,3,2,0,0.001090493,0,0,1.65,4.05,5.65,,1
598,DEF,17,0,0,0.000734544,0,0,2.27,3.32,3.47,,0
603,DEF,12,0,0,0.000348517,0,0,1.73,4.19,4.71,,0
604,DEF,12,0,0,0.000561505,0,0,1.73,4.19,4.71,,0
608,DEF,9,0,0,0.000180471,0,0,2.69,3.49,2.68,,0
610,DEF,2,0,0,0.000568473,0,0,3.62,3.66,2.08,,0
4,FWD,1,3.333333333,1,2.224770634,4,0.007376844,2.34,3.31,3.29,,2
6,FWD,1,0.166666667,1,0.95714844,0.3,0,2.34,3.31,3.29,,1
20,FWD,1,0,0,0.098474214,0,0,2.34,3.31,3.29,,0
40,FWD,2,1.166666667,1,1.496693927,8.2,0.001875469,3.74,3.44,2.1,,6
47,FWD,2,0.166666667,0,0.141594578,0,0,3.74,3.44,2.1,,0
48,FWD,2,0,0,0.000820321,0,0,3.74,3.44,2.1,,0
49,FWD,2,0,0,1.260013418,0,0.003750938,3.74,3.44,2.1,,0
63,FWD,4,5.166666667,1,3.172657766,3.5,0.01387847,3.29,3.31,2.34,,1
72,FWD,4,0.333333333,1,0.115677183,0,0.000250063,3.29,3.31,2.34,,0
78,FWD,3,4.833333333,0,14.68392844,6.4,0.100650163,4.88,3.72,1.78,,2
88,FWD,3,0.166666667,0,0.102635264,0,0,4.88,3.72,1.78,,0
95,FWD,3,0,0,0.017298078,0,0,4.88,3.72,1.78,,0
104,FWD,5,0.833333333,0,0.545834617,4.8,0.000125031,1.97,3.58,4.05,,0
105,FWD,5,1.166666667,0,1.284313948,0.3,0.000625156,1.97,3.58,4.05,,1
109,FWD,5,3.166666667,0,1.770372113,4.5,0.009127282,1.97,3.58,4.05,,1
111,FWD,5,1.5,1,0.344665695,2.6,0.000125031,1.97,3.58,4.05,,1
120,FWD,6,0,0,0.016239983,0,0,1.43,4.74,8.13,,0
126,FWD,6,0,0,0.062142306,0,0,1.43,4.74,8.13,,0
134,FWD,6,1.5,1,1.498536678,16.8,0.000125031,1.43,4.74,8.13,,7
136,FWD,6,0,0,0.152330087,0,0,1.43,4.74,8.13,,0
149,FWD,7,2,0,0.774585354,0.3,0.000125031,2.84,3.29,2.65,,1
153,FWD,7,1.833333333,0,0.540032925,2.8,0,2.84,3.29,2.65,,1
159,FWD,7,0.166666667,0,0.078346622,0,0,2.84,3.29,2.65,,0
177,FWD,8,3.833333333,0,3.765417135,0,0.002500625,6.69,4.24,1.55,,0
180,FWD,8,2.666666667,0,4.435334255,0,0.000875219,6.69,4.24,1.55,,0
187,FWD,10,1,1,1.114424231,7.7,0.001250313,1.76,3.95,4.7,,2
189,FWD,10,3.5,0,5.799469026,0,0.027756939,1.76,3.95,4.7,,0
205,FWD,9,6.666666667,1,13.00114048,7.4,0.127781945,2.65,3.29,2.84,,8
213,FWD,9,1.5,1,2.278055848,7.2,0.00100025,2.65,3.29,2.84,,9
228,FWD,11,1.666666667,0,1.940154831,0.4,0.000500125,3.03,3.61,2.36,,1
235,FWD,11,0.166666667,0,1.086664085,0,0.000125031,3.03,3.61,2.36,,0
263,FWD,12,6,1,6.712118011,9.7,0,2.36,3.61,3.03,,5
269,FWD,13,0.333333333,1,1.843404481,3.4,0.012253063,1.55,4.24,6.69,,1
278,FWD,13,0.666666667,1,0.618213105,8,0.000125031,1.55,4.24,6.69,,7
296,FWD,14,2.666666667,0,0.91250632,0,0,4.9,3.77,1.77,,0
300,FWD,14,0.166666667,1,0.149631349,0.3,0,4.9,3.77,1.77,,1
307,FWD,14,5.833333333,0,16.38737899,6.7,0,4.9,3.77,1.77,,2
310,FWD,14,2,0,0.406094678,4.4,0.000125031,4.9,3.77,1.77,,2
315,FWD,15,3.5,0,5.182242685,4.3,0,4.05,3.58,1.97,,2
322,FWD,15,0,0,0.012839811,0,0,4.05,3.58,1.97,,0
329,FWD,15,0.666666667,0,0.396357821,0.4,0,4.05,3.58,1.97,,1
337,FWD,2,4.666666667,0,16.79759905,4.4,0,3.74,3.44,2.1,,2
344,FWD,16,0,0,0.017512075,0,0.000375094,8.13,4.74,1.43,,0
345,FWD,16,2.666666667,0,1.055254104,0,0,8.13,4.74,1.43,,0
348,FWD,16,0,0,4.726774179,0,0.000125031,8.13,4.74,1.43,,0
357,FWD,17,1.166666667,1,5.027463523,9.8,0,2.1,3.44,3.74,,2
380,FWD,18,0.333333333,0,0.520808875,0,0.000250063,4.7,3.95,1.76,,0
383,FWD,18,0,0,0.082662225,0,0,4.7,3.95,1.76,,0
388,FWD,18,0,0,1.149127386,0,0.02188047,4.7,3.95,1.76,,0
393,FWD,18,0,0,0.152365753,0,0.000125031,4.7,3.95,1.76,,0
395,FWD,18,0,0,0.238321152,0,0,4.7,3.95,1.76,,0
404,FWD,18,0.166666667,1,0.077668966,0.9,0.000125031,4.7,3.95,1.76,,1
413,FWD,19,7.833333333,0,44.98783131,10.4,0.875468867,1.78,3.72,4.88,,2
430,FWD,20,2.666666667,1,5.524673301,8.5,0.546261565,1.77,3.77,4.9,,10
445,FWD,20,0.666666667,0,0.434128264,0,0,1.77,3.77,4.9,,0
447,FWD,4,2.333333333,0,0.27133611,0,0.000250063,3.29,3.31,2.34,,0
450,FWD,18,3.833333333,0,11.01779396,6.3,0.032383096,4.7,3.95,1.76,,1
455,FWD,9,0.166666667,0,0.412205476,0,0.000125031,2.65,3.29,2.84,,0
468,FWD,18,3.166666667,1,1.020646059,0.2,0.005126282,4.7,3.95,1.76,,1
469,FWD,18,0,0,0.110041933,0,0.000500125,4.7,3.95,1.76,,0
472,FWD,18,1.5,0,1.754940563,0,0.002625656,4.7,3.95,1.76,,0
500,FWD,4,0,0,0.067349562,0,0.000125031,3.29,3.31,2.34,,0
516,FWD,15,1.166666667,1,0.106237544,6,0,4.05,3.58,1.97,,2
518,FWD,16,0.666666667,0,0.518704572,0,0.001125281,8.13,4.74,1.43,,0
519,FWD,16,0.166666667,1,0.143306553,0,0,8.13,4.74,1.43,,0
520,FWD,17,0,0,3.322990549,0,0.030382596,2.1,3.44,3.74,,0
523,FWD,20,0,0,0.065411702,0,0,1.77,3.77,4.9,,0
525,FWD,16,3.166666667,0,2.5646214,2.5,0.010752688,8.13,4.74,1.43,,2
529,FWD,6,4.5,0,36.81787168,2.6,0.332333083,1.43,4.74,8.13,,2
530,FWD,1,0.333333333,0,0.365637385,0,0.000250063,2.34,3.31,3.29,,0
533,FWD,5,0,0,1.259573535,0,0.003375844,1.97,3.58,4.05,,0
535,FWD,4,0,0,0.431726744,0,0.000375094,3.29,3.31,2.34,,0
542,FWD,7,0,0,1.392810348,0,0.007126782,2.84,3.29,2.65,,0
545,FWD,8,0,0,0.02319488,0,0,6.69,4.24,1.55,,0
550,FWD,10,0,0,2.115988905,0,0.003750938,1.76,3.95,4.7,,0
564,FWD,8,0.166666667,0,0.015395884,0,0,6.69,4.24,1.55,,0
568,FWD,2,0.166666667,1,1.174200683,0,0.003875969,3.74,3.44,2.1,,1
577,FWD,10,0,0,0.303590189,0,0.001125281,1.76,3.95,4.7,,0
579,FWD,13,3.5,0,47.56979834,2.2,0.605151288,1.55,4.24,6.69,,1
583,FWD,20,1.833333333,1,1.839148321,13.3,0.009377344,1.77,3.77,4.9,,13
586,FWD,7,2.5,0,2.823236586,4.4,0.002500625,2.84,3.29,2.65,,2
591,FWD,8,0.833333333,1,0.194190247,3.5,0.000875219,6.69,4.24,1.55,,2
595,FWD,4,0,0,0.469223747,0,0.001625406,3.29,3.31,2.34,,0
602,FWD,8,0,0,0.112134346,0,0.000125031,6.69,4.24,1.55,,0
607,FWD,8,0.166666667,1,0.156835909,0,0.000250063,6.69,4.24,1.55,,1
4,FWD,1,4.25,0,0.061744334,4.1,0.021375,1.45,4.83,7.54,,-1
6,FWD,1,1,1,0.011310239,5,0.000375,1.45,4.83,7.54,,2
20,FWD,1,0,0,0.001236009,0,0,1.45,4.83,7.54,,0
40,FWD,2,4,1,0.022078483,4.3,0.00325,3.62,3.66,2.08,,2
47,FWD,2,0,0,0.001174574,0,0,3.62,3.66,2.08,,0
48,FWD,2,0,0,7.43E-06,0,0,3.62,3.66,2.08,,0
49,FWD,2,0,1,0.022794562,0.1,0.02175,3.62,3.66,2.08,,1
63,FWD,4,2.75,0,0.03523234,0.2,0.01,1.6,4.2,6.06,,0
72,FWD,4,0.25,0,0.00108608,0,0,1.6,4.2,6.06,,0
78,FWD,3,2.75,0,0.229457557,3.4,0.38525,1.65,4.05,5.65,,1
88,FWD,3,0.75,1,0.001263881,0.3,0.00025,1.65,4.05,5.65,,1
95,FWD,3,0,0,0.000144006,0,0,1.65,4.05,5.65,,0
104,FWD,5,0,1,0.004957273,3.3,0,13.1,5.91,1.27,,4
105,FWD,5,0.5,0,0.010513795,0,0.000375,13.1,5.91,1.27,,0
109,FWD,5,2.75,1,0.011902752,1,0.0015,13.1,5.91,1.27,,2
111,FWD,5,2,1,0.003131423,7.1,0.000125,13.1,5.91,1.27,,7
120,FWD,6,0,0,0.000151554,0,0,1.27,5.91,13.1,,0
126,FWD,6,0,0,0.000556395,0,0,1.27,5.91,13.1,,0
134,FWD,6,2.25,0,0.013394022,0,0.0005,1.27,5.91,13.1,,0
136,FWD,6,0,0,0.001390698,0,0,1.27,5.91,13.1,,0
149,FWD,7,2,0,0.012025621,6.2,0.000625,2.36,3.14,3.46,,2
153,FWD,7,1,0,0.005385457,1.9,0,2.36,3.14,3.46,,1
159,FWD,7,0.25,0,0.000740815,0,0,2.36,3.14,3.46,,0
177,FWD,8,0,0,0.027155025,0,0.000125,3.47,3.32,2.27,,0
180,FWD,8,1.5,0,0.043615783,1.6,0.001125,3.47,3.32,2.27,,1
187,FWD,9,4.5,0,0.019232167,8.4,0.002625,2.69,3.49,2.68,,2
189,FWD,9,0,0,0.036286251,0,0.00125,2.69,3.49,2.68,,0
205,FWD,10,5.25,0,0.304337051,0.8,0.402375,2.68,3.49,2.69,,2
213,FWD,10,4,0,0.030260898,0,0.004375,2.68,3.49,2.69,,0
228,FWD,11,1.5,0,0.042404859,0,0.002625,1.74,4.25,4.5,,0
235,FWD,11,0,1,0.009895036,7.7,0,1.74,4.25,4.5,,5
263,FWD,12,3.25,0,0.095851573,8.2,0,1.73,4.19,4.71,,0
269,FWD,13,2.25,1,0.019655242,0,0.001125,4.71,4.19,1.73,,2
278,FWD,13,1.75,0,0.005702153,0,0,4.71,4.19,1.73,,1
296,FWD,14,0,0,0.018714793,0.9,0,6.06,4.2,1.6,,0
300,FWD,14,0.5,0,0.00140266,0.2,0,6.06,4.2,1.6,,0
307,FWD,14,3,0,0.150708844,0.9,0,6.06,4.2,1.6,,2
310,FWD,14,1,0,0.00346159,1.3,0,6.06,4.2,1.6,,0
315,FWD,15,1,0,0.038166336,6,0,5.65,4.05,1.65,,0
322,FWD,15,0.5,1,0.000106843,0,0,5.65,4.05,1.65,,2
329,FWD,15,0.25,0,0.004288461,0.1,0,5.65,4.05,1.65,,0
337,FWD,2,1,0,0.118832529,0,0,3.62,3.66,2.08,,0
344,FWD,16,2,1,0.000153528,0,0.000625,2.08,3.66,3.62,,2
345,FWD,16,0.5,0,0.009708177,5.2,0.000125,2.08,3.66,3.62,,0
348,FWD,16,1.5,0,0.033658151,0,0.000375,2.08,3.66,3.62,,1
357,FWD,17,1,0,0.071535082,5.3,0,2.27,3.32,3.47,,0
380,FWD,18,0,0,0.004035987,0,0.000125,7.54,4.83,1.45,,0
383,FWD,18,0,0,0.000674155,0,0,7.54,4.83,1.45,,0
388,FWD,18,0,0,0.008527565,0,0.00175,7.54,4.83,1.45,,0
393,FWD,18,0,0,0.001224279,0,0,7.54,4.83,1.45,,0
395,FWD,18,0.25,1,0.002384685,0.2,0,7.54,4.83,1.45,,1
404,FWD,18,1.5,0,0.001142869,1.8,0.000125,7.54,4.83,1.45,,1
413,FWD,19,4.75,0,0.466409555,2,0.665125,4.5,4.25,1.74,,2
430,FWD,20,8,0,0.093639114,4.7,0.31075,3.46,3.14,2.36,,2
445,FWD,20,0.25,1,0.003894652,0,0,3.46,3.14,2.36,,1
447,FWD,4,0.5,0,0.001498819,0,0,1.6,4.2,6.06,,0
450,FWD,18,3.5,0,0.07888215,2,0.0125,7.54,4.83,1.45,,2
455,FWD,10,1.25,0,0.012798721,0,0.001,2.68,3.49,2.69,,0
468,FWD,18,6,0,0.035668654,5.7,0.00275,7.54,4.83,1.45,,1
469,FWD,18,0,0,0.000934178,0,0,7.54,4.83,1.45,,0
472,FWD,18,1.5,0,0.016480617,2.5,0.001125,7.54,4.83,1.45,,1
500,FWD,4,0,0,0.000557905,0,0,1.6,4.2,6.06,,0
516,FWD,15,2,0,0.001421474,0.2,0.00025,5.65,4.05,1.65,,1
518,FWD,16,2.25,0,0.013652651,0.3,0.082125,2.08,3.66,3.62,,1
519,FWD,16,0.25,0,0.001590448,0,0.000125,2.08,3.66,3.62,,0
520,FWD,17,0,0,0.028921183,0,0.0095,2.27,3.32,3.47,,0
523,FWD,20,0,0,0.000551053,0,0,3.46,3.14,2.36,,0
525,FWD,16,2.5,1,0.024082249,6.2,0.123375,2.08,3.66,3.62,,9
529,FWD,6,1,0,0.095518502,0,0.0115,1.27,5.91,13.1,,0
530,FWD,1,0,0,0.003488069,0,0,1.45,4.83,7.54,,0
533,FWD,5,0,0,0.011666188,0,0.0025,13.1,5.91,1.27,,0
535,FWD,4,0,0,0.003446493,0,0.000125,1.6,4.2,6.06,,0
542,FWD,7,0,0,0.013336884,0,0.002625,2.36,3.14,3.46,,0
545,FWD,8,0,0,0.000197775,0,0,3.47,3.32,2.27,,0
550,FWD,9,0,0,0.019361888,0,0.0015,2.69,3.49,2.68,,0
564,FWD,8,0,0,0.000136805,0,0,3.47,3.32,2.27,,0
568,FWD,2,0.5,0,0.013424797,1.6,0.006125,3.62,3.66,2.08,,1
577,FWD,9,1,0,0.009417612,0,0.004625,2.69,3.49,2.68,,0
579,FWD,13,4,1,0.317123346,2.9,0.059,4.71,4.19,1.73,,1
583,FWD,20,6.25,0,0.124875302,2.8,0.247375,3.46,3.14,2.36,,2
586,FWD,7,2,0,0.029309417,8.2,0.005125,2.36,3.14,3.46,,2
591,FWD,8,1.5,0,0.001838625,0,0.000125,3.47,3.32,2.27,,0
595,FWD,4,0,0,0.004489488,0,0.000875,1.6,4.2,6.06,,0
602,FWD,8,0,0,0.001718659,0,0.000375,3.47,3.32,2.27,,0
607,FWD,8,0.5,0,0.00376795,0,0.001375,3.47,3.32,2.27,,0
1,GK,1,0.666666667,0,1.247744265,0,0.000875219,2.34,3.31,3.29,,0
2,GK,1,0,0,0.922992166,0,0.002875719,2.34,3.31,3.29,,0
28,GK,2,0.166666667,0,3.610412088,0,0.061140285,3.74,3.44,2.1,,0
30,GK,2,4.333333333,1,14.15104064,4.6,0.016379095,3.74,3.44,2.1,,4
54,GK,4,0,0,3.286004761,0,0.285696424,3.29,3.31,2.34,,0
65,GK,4,0,0,0.008904646,0,0,3.29,3.31,2.34,,0
69,GK,4,3.166666667,1,23.95330874,2.1,0.74456114,3.29,3.31,2.34,,6
80,GK,3,4.5,0,9.846922113,2.6,0.018379595,4.88,3.72,1.78,,3
92,GK,3,0,0,0.010141073,0,0,4.88,3.72,1.78,,0
94,GK,3,0,0,0.887266581,0,0.004001,4.88,3.72,1.78,,0
112,GK,5,2,1,2.986266515,0.8,0.003125781,1.97,3.58,4.05,,6
114,GK,5,0,0,0.118471031,0,0.000125031,1.97,3.58,4.05,,0
117,GK,5,0,0,0.005813581,0,0,1.97,3.58,4.05,,0
129,GK,6,1,0,0.275532825,0,0.000125031,1.43,4.74,8.13,,0
143,GK,6,4.666666667,0,12.95899499,0.8,0.025506377,1.43,4.74,8.13,,2
146,GK,7,4,0,6.653459098,1.9,0.016379095,2.84,3.29,2.65,,2
156,GK,7,0,0,0.357838389,0,0.000250063,2.84,3.29,2.65,,0
170,GK,8,3,1,5.139027211,2.9,0.006376594,6.69,4.24,1.55,,3
181,GK,8,0,0,1.30897114,0,0.004626157,6.69,4.24,1.55,,0
183,GK,10,0,0,0.005766026,0,0,1.76,3.95,4.7,,0
199,GK,10,2.166666667,1,2.891656132,1.3,0.008002001,1.76,3.95,4.7,,6
200,GK,9,3.333333333,0,18.68367212,2,0.023380845,2.65,3.29,2.84,,1
204,GK,9,0,0,4.953527613,0,0.021755439,2.65,3.29,2.84,,0
223,GK,11,0,0,0.226586992,0,0,3.03,3.61,2.36,,0
231,GK,11,5.666666667,0,8.545084201,1.9,0.009627407,3.03,3.61,2.36,,1
242,GK,11,0,0,0.100530962,0,0,3.03,3.61,2.36,,0
257,GK,12,5.666666667,0,9.830182804,1.4,0.000500125,2.36,3.61,3.03,,1
260,GK,12,0,0,0.163541144,0,0.001250313,2.36,3.61,3.03,,0
270,GK,13,4.333333333,0,6.508404904,0.7,0,1.55,4.24,6.69,,2
280,GK,13,0,0,0.473301575,0,0,1.55,4.24,6.69,,0
294,GK,14,1.666666667,0,0.441439823,0.6,0,4.9,3.77,1.77,,1
295,GK,14,0,0,0.095549591,0,0.000750188,4.9,3.77,1.77,,0
313,GK,15,0,0,0.712288495,0,0.002375594,4.05,3.58,1.97,,0
314,GK,15,1.166666667,1,1.287583344,3.7,0.015378845,4.05,3.58,1.97,,9
333,GK,16,0,0,0.806958321,0,0.00500125,8.13,4.74,1.43,,0
334,GK,16,3.333333333,0,1.980493237,4.7,0.001500375,8.13,4.74,1.43,,3
352,GK,17,0,0,0.021173799,0,0.002250563,2.1,3.44,3.74,,0
353,GK,17,5.5,0,9.544770458,2.6,0.112528132,2.1,3.44,3.74,,2
376,GK,18,1,1,20.99438627,1.4,0.393223306,4.7,3.95,1.76,,2
389,GK,18,1.333333333,0,1.770823884,0,0.020755189,4.7,3.95,1.76,,0
407,GK,19,0,0,0.148311702,0,0.000125031,1.78,3.72,4.88,,0
408,GK,19,2.666666667,0,2.018798672,3.3,0.001250313,1.78,3.72,4.88,,2
427,GK,20,0,0,0.01820162,0,0,1.77,3.77,4.9,,0
444,GK,20,0,0,0.989973178,0,0.001750438,1.77,3.77,4.9,,0
448,GK,15,0,0,1.646646271,0,0.032883221,4.05,3.58,1.97,,0
452,GK,20,0,0,0.194879793,0,0,1.77,3.77,4.9,,0
475,GK,20,4.666666667,1,2.623696417,1.1,0.092898225,1.77,3.77,4.9,,2
476,GK,4,0,0,0.031017654,0,0,3.29,3.31,2.34,,0
480,GK,5,0,0,0.195212677,0,0,1.97,3.58,4.05,,0
481,GK,8,0.166666667,0,3.537831492,0,0.029632408,6.69,4.24,1.55,,0
486,GK,17,0,0,0.217611013,0,0,2.1,3.44,3.74,,0
489,GK,19,0,0,0.788732923,0,0,1.78,3.72,4.88,,0
490,GK,10,0,0,0.137825856,0,0,1.76,3.95,4.7,,0
509,GK,13,0,0,0.5243636,0,0.000875219,1.55,4.24,6.69,,0
513,GK,14,1.5,0,0.476630415,0,0.000875219,4.9,3.77,1.77,,0
514,GK,14,0,0,0.345628681,0,0.009127282,4.9,3.77,1.77,,0
532,GK,1,0,0,0.556546348,0,0.001125281,2.34,3.31,3.29,,0
556,GK,3,0,0,0.07041685,0,0,4.88,3.72,1.78,,0
559,GK,1,3,1,3.715520204,1.5,0.09539885,2.34,3.31,3.29,,6
561,GK,7,0,0,0.21302197,0,0.002750688,2.84,3.29,2.65,,0
571,GK,8,0,0,0.063568951,0,0.000500125,6.69,4.24,1.55,,0
572,GK,1,0,0,0.125996586,0,0.000875219,2.34,3.31,3.29,,0
573,GK,9,0,0,0.069881858,0,0.000375094,2.65,3.29,2.84,,0
574,GK,18,0,0,0.75882092,0,0.001625406,4.7,3.95,1.76,,0
593,GK,12,0,0,0.391114899,0,0.011752938,2.36,3.61,3.03,,0
596,GK,2,0,0,0.050538921,0,0.000500125,3.74,3.44,2.1,,0
606,GK,6,0,0,0.010985171,0,0,1.43,4.74,8.13,,0
611,GK,20,0,0,0.05332088,0,0,1.77,3.77,4.9,,0
1,GK,1,0,0,0.010246456,0,0.000375,1.45,4.83,7.54,,0
2,GK,1,0,0,0.007837964,0,0.00025,1.45,4.83,7.54,,0
28,GK,2,0,0,0.033655015,0,0.022875,3.62,3.66,2.08,,0
30,GK,2,6,0,0.145373324,1.5,0.004125,3.62,3.66,2.08,,2
54,GK,4,0,0,0.028580563,0,0.068,1.6,4.2,6.06,,0
65,GK,4,0,0,7.97E-05,0,0,1.6,4.2,6.06,,0
69,GK,4,3.25,0,0.233327937,0.9,0.207125,1.6,4.2,6.06,,-1
80,GK,3,1.75,0,0.067652508,0,0.009875,1.65,4.05,5.65,,0
92,GK,3,0,0,8.94E-05,0,0,1.65,4.05,5.65,,0
94,GK,3,0,0,0.007346255,0,0.000625,1.65,4.05,5.65,,0
112,GK,5,2.75,1,0.025660619,3.8,0.000625,13.1,5.91,1.27,,3
114,GK,5,0,0,0.001193388,0,0.000125,13.1,5.91,1.27,,0
117,GK,5,0,0,5.35E-05,0,0,13.1,5.91,1.27,,0
129,GK,6,0,0,0.002531477,0,0.000125,1.27,5.91,13.1,,0
143,GK,6,4,0,0.194113496,1.2,0.020875,1.27,5.91,13.1,,2
146,GK,7,3.5,1,0.064928714,1.5,0.0165,2.36,3.14,3.46,,6
156,GK,7,0,0,0.00329099,0,0,2.36,3.14,3.46,,0
170,GK,8,2.75,1,0.047785555,0.2,0.001625,3.47,3.32,2.27,,6
181,GK,8,0,0,0.011156478,0,0.00075,3.47,3.32,2.27,,0
