player id,position,team,gw1 points,gw2 points,gw3 points,gw4 points,gw5 points,gw6 points,select percentage,ict index,top players select %,win,draw,lose,gw7 points
288,DEF,13,2,2,8,2,2,2,6.056764565,6.2,0.347211803,1.76,3.95,4.7,2
289,MID,13,8,10,8,5,2,2,15.94944634,3.8,0.108777194,1.76,3.95,4.7,1
290,DEF,15,0,0,1,2,0,0,6.620788914,0,0,1.76,3.95,4.7,0
291,MID,14,1,0,0,0,0,0,0.048660505,0,0.000250063,1.76,3.95,4.7,0
292,DEF,14,3,1,1,0,1,1,0.259518728,7,0,1.76,3.95,4.7,1
293,DEF,14,0,0,0,1,2,2,0.115284855,1.9,0.000500125,1.76,3.95,4.7,0
294,GK,14,0,0,0,0,8,2,0.441439823,0.6,0,1.76,3.95,4.7,1
295,GK,14,0,0,0,0,0,0,0.095549591,0,0.000750188,1.76,3.95,4.7,0
296,FWD,14,6,1,9,0,0,0,0.91250632,0,0,1.76,3.95,4.7,0
297,MID,14,0,0,0,1,0,0,0.040885286,4.7,0,1.76,3.95,4.7,6
298,MID,14,1,1,4,0,1,0,0.065280926,0,0,1.76,3.95,4.7,0
299,DEF,14,0,1,0,0,2,0,0.201668248,0,0,1.76,3.95,4.7,0
300,FWD,14,0,0,0,0,0,1,0.149631349,0.3,0,1.76,3.95,4.7,1
301,DEF,14,0,0,0,0,0,0,0.010188628,0,0.032383096,1.76,3.95,4.7,0
302,DEF,14,0,0,0,7,2,1,8.886373501,2.7,0,1.76,3.95,4.7,3
303,DEF,14,0,0,0,0,1,0,0.04990882,0,0.001375344,1.76,3.95,4.7,0
304,MID,14,7,1,5,1,1,1,0.772718826,0.7,0,1.76,3.95,4.7,1
305,DEF,14,0,0,0,0,0,0,0.164955901,0,0.000375094,1.76,3.95,4.7,0
306,MID,14,2,0,0,2,2,2,0.123785286,2,0.085771443,1.76,3.95,4.7,2
307,FWD,14,6,2,6,5,8,8,16.38737899,6.7,0,1.76,3.95,4.7,2
308,MID,14,2,2,2,2,1,2,0.363152644,0.6,0.001875469,1.76,3.95,4.7,2
309,MID,14,1,1,2,2,2,8,0.749167285,2.5,0.000125031,1.76,3.95,4.7,2
310,FWD,14,1,1,1,2,5,2,0.406094678,4.4,0.000125031,1.76,3.95,4.7,2
311,DEF,14,0,0,0,1,0,0,0.10183872,0,0,1.76,3.95,4.7,0
312,MID,14,0,0,0,0,0,0,0.056293059,0,0.008627157,1.76,3.95,4.7,0
313,GK,15,0,0,0,0,0,0,0.712288495,0,0.002375594,1.76,3.95,4.7,0
314,GK,15,2,-2,1,3,2,1,1.287583344,3.7,0.015378845,1.76,3.95,4.7,9
315,FWD,15,2,2,7,2,6,2,5.182242685,4.3,0,1.76,3.95,4.7,2
316,MID,15,0,0,0,0,0,0,0.000570658,0,0.000125031,3.03,3.61,2.36,0
317,MID,15,2,1,1,2,0,0,0.123844729,0.2,0.000125031,3.03,3.61,2.36,1
318,MID,15,0,1,2,2,2,2,0.047459745,2.1,0,3.03,3.61,2.36,3
319,DEF,15,1,0,1,1,1,1,0.135448114,5.8,0,3.03,3.61,2.36,7
320,MID,15,0,0,0,0,0,0,0.023337545,0,0,3.03,3.61,2.36,0
321,DEF,15,0,0,0,0,0,0,0.012911143,0,0,3.03,3.61,2.36,0
322,FWD,15,0,0,0,0,0,0,0.012839811,0,0,3.03,3.61,2.36,0
323,MID,15,1,0,0,3,0,0,0.037663445,0,0,3.03,3.61,2.36,0
324,DEF,15,0,0,0,0,0,0,0.052940441,0,0.000125031,3.03,3.61,2.36,0
325,MID,15,1,2,1,1,1,0,0.329674027,0,0.001750438,3.03,3.61,2.36,0
326,DEF,15,1,0,3,1,1,1,1.439033666,4.2,0,3.03,3.61,2.36,5
327,DEF,15,0,0,0,0,0,0,0.054676194,0,0,3.03,3.61,2.36,0
328,MID,15,0,0,0,0,0,0,0.012340485,0,0.000375094,3.03,3.61,2.36,0
329,FWD,15,1,0,1,1,1,0,0.396357821,0.4,0,3.03,3.61,2.36,1
330,MID,15,0,0,0,0,0,0,0.000392328,0,0.132783196,3.03,3.61,2.36,0
331,DEF,15,0,0,0,2,0,0,4.20952003,0,0,3.03,3.61,2.36,0
332,MID,16,2,1,0,0,0,0,0.104929786,2.2,0.004251063,3.03,3.61,2.36,1
333,GK,16,0,0,0,0,0,0,0.806958321,0,0.00500125,3.03,3.61,2.36,0
334,GK,16,2,2,1,7,6,2,1.980493237,4.7,0.001500375,3.03,3.61,2.36,3
335,MID,16,2,2,2,0,3,2,0.614872376,3.9,0,3.03,3.61,2.36,1
336,MID,16,1,0,1,3,3,2,0.094955155,1.6,0.04076019,3.03,3.61,2.36,2
337,FWD,2,7,8,4,2,5,2,16.79759905,4.4,0,3.03,3.61,2.36,2
338,DEF,16,1,1,1,5,1,0,0.078061293,0,0,3.03,3.61,2.36,0
339,MID,16,0,0,0,0,0,0,0.12319085,0,0.001125281,3.03,3.61,2.36,0
340,DEF,9,1,0,0,6,1,0,0.922064846,4.6,0.001500375,3.03,3.61,2.36,1
341,MID,16,2,2,8,3,3,2,3.018615704,5,0,3.03,3.61,2.36,4
342,DEF,16,0,1,0,0,5,2,0.465074586,3.8,0.000500125,3.03,3.61,2.36,1
343,DEF,16,0,1,0,0,9,2,0.730965664,1.8,0,3.03,3.61,2.36,1
344,FWD,16,0,0,0,0,0,0,0.017512075,0,0.000375094,3.03,3.61,2.36,0
345,FWD,16,5,5,2,0,2,2,1.055254104,0,0,3.03,3.61,2.36,0
346,MID,16,1,0,0,0,0,0,0.057374932,1.7,0.000125031,2.36,3.61,3.03,2
347,MID,16,0,0,0,0,0,0,0.017060304,0,0.047511878,2.36,3.61,3.03,0
348,FWD,16,0,0,0,0,0,0,4.726774179,0,0.000125031,2.36,3.61,3.03,0
349,MID,16,1,1,1,1,0,0,0.127827448,1.5,0,2.36,3.61,3.03,1
350,MID,16,2,1,0,3,0,1,0.059289015,0.2,0,2.36,3.61,3.03,0
351,DEF,16,1,3,1,7,1,2,0.20377255,2.1,0,2.36,3.61,3.03,0
352,GK,17,0,0,0,0,0,0,0.021173799,0,0.002250563,2.36,3.61,3.03,0
353,GK,17,10,11,6,1,3,2,9.544770458,2.6,0.112528132,2.36,3.61,3.03,2
354,MID,18,0,0,1,2,2,2,2.982818788,2.1,0,2.36,3.61,3.03,2
355,DEF,17,0,0,0,0,0,0,0.021292686,0,0,2.36,3.61,3.03,0
356,MID,17,0,0,0,0,0,0,0.004184827,0,0.001500375,2.36,3.61,3.03,0
357,FWD,17,0,0,1,2,2,2,5.027463523,9.8,0,2.36,3.61,3.03,2
358,DEF,17,0,0,0,0,0,0,0.216327032,0,0.059264816,2.36,3.61,3.03,0
359,MID,17,10,3,10,0,2,7,12.19025889,12.6,0,2.36,3.61,3.03,10
360,DEF,17,1,0,0,0,0,0,0.317309765,0,0.017504376,2.36,3.61,3.03,0
361,DEF,17,7,6,7,1,1,1,5.798898368,4.6,0,2.36,3.61,3.03,3
362,MID,17,2,3,1,1,0,2,0.621648943,6.1,0.001125281,2.36,3.61,3.03,2
363,MID,17,3,9,2,2,2,1,2.088621086,0,0,2.36,3.61,3.03,0
365,MID,17,3,2,3,2,2,2,1.926554143,5.9,0.001750438,2.36,3.61,3.03,10
366,MID,17,0,1,0,1,0,0,1.308673922,0,0.001125281,2.36,3.61,3.03,0
367,DEF,17,5,8,6,0,1,1,1.743931614,0,0.002750688,2.36,3.61,3.03,0
368,DEF,17,0,0,0,0,0,0,0.080165596,0,0.000125031,2.36,3.61,3.03,0
369,MID,17,6,3,6,0,0,0,0.398949561,0,0.000375094,2.36,3.61,3.03,0
370,DEF,17,7,6,9,1,1,4,10.73371315,4,0.02388097,2.36,3.61,3.03,2
371,DEF,17,6,5,6,-3,0,0,2.090772944,0,0.002500625,2.36,3.61,3.03,0
372,MID,17,1,1,0,0,2,0,0.109863602,3.6,0,2.36,3.61,3.03,1
373,MID,17,3,2,2,2,1,0,1.343971513,1.2,0.004376094,2.36,3.61,3.03,1
374,DEF,17,0,0,0,1,0,0,0.071760275,0,0,2.36,3.61,3.03,0
375,MID,17,0,0,0,0,2,2,0.245906151,3.8,0.000125031,1.55,4.24,6.69,2
376,GK,18,0,0,0,0,3,3,20.99438627,1.4,0.393223306,1.55,4.24,6.69,2
377,DEF,18,0,0,0,0,2,1,0.320852601,2.4,0.000125031,1.55,4.24,6.69,2
378,MID,18,1,0,0,0,0,0,0.030126,0,0,1.55,4.24,6.69,0
379,DEF,18,1,1,1,0,1,1,0.109613939,0,0,1.55,4.24,6.69,0
380,FWD,18,1,1,0,0,0,0,0.520808875,0,0.000250063,1.55,4.24,6.69,0
381,MID,18,5,2,1,0,2,1,0.140952588,0,0.000125031,1.55,4.24,6.69,0
382,DEF,18,0,0,0,0,4,2,0.085515517,2.1,0.000125031,1.55,4.24,6.69,1
383,FWD,18,0,0,0,0,0,0,0.082662225,0,0,1.55,4.24,6.69,0
384,DEF,18,1,1,0,0,0,0,0.073781356,0.2,0,1.55,4.24,6.69,1
385,MID,18,0,0,0,0,0,0,0.008262656,0,0,1.55,4.24,6.69,0
386,MID,7,0,0,0,0,0,0,0.045272221,0,0,1.55,4.24,6.69,0
387,DEF,18,1,1,2,1,2,1,0.153150408,4.7,0.000125031,1.55,4.24,6.69,2
388,FWD,18,0,0,0,0,0,0,1.149127386,0,0.02188047,1.55,4.24,6.69,0
389,GK,18,1,1,4,2,0,0,1.770823884,0,0.020755189,1.55,4.24,6.69,0
390,DEF,18,1,1,2,0,0,0,0.088178588,0,0.000250063,1.55,4.24,6.69,0
391,MID,18,1,2,0,1,1,0,0.035036039,0.4,0,1.55,4.24,6.69,1
392,MID,18,0,0,0,0,0,0,0.003614169,0,0,1.55,4.24,6.69,0
393,FWD,18,0,0,0,0,0,0,0.152365753,0,0.000125031,1.55,4.24,6.69,0
394,MID,18,0,0,0,0,0,0,0.017048415,0,0.000250063,1.55,4.24,6.69,0
395,FWD,18,0,0,0,0,0,0,0.238321152,0,0,1.55,4.24,6.69,0
396,DEF,18,0,0,2,-1,0,0,0.083220995,1,0.000500125,1.55,4.24,6.69,2
397,MID,18,0,0,0,0,0,0,0.042621038,0,0.000125031,1.55,4.24,6.69,0
398,DEF,18,0,0,0,0,0,0,0.339636769,0,0,1.55,4.24,6.69,0
399,MID,18,9,2,2,2,15,9,18.78390587,1.5,0.6024006,1.55,4.24,6.69,1
400,DEF,18,0,0,1,1,1,1,0.047067417,0,0,1.55,4.24,6.69,0
401,DEF,18,0,0,0,0,0,0,0.000451771,0,0,1.55,4.24,6.69,0
402,MID,18,0,0,0,0,0,0,0.017737961,0,0,4.9,3.77,1.77,0
403,MID,18,0,1,0,0,0,0,0.02522785,0,0,4.9,3.77,1.77,0
404,FWD,18,0,0,0,0,0,1,0.077668966,0.9,0.000125031,4.9,3.77,1.77,1
405,MID,18,0,0,0,0,0,0,0.08917724,0,0,4.9,3.77,1.77,0
406,MID,19,0,1,0,0,-1,0,0.567769293,0,0.000750188,4.9,3.77,1.77,0
407,GK,19,0,0,0,0,0,0,0.148311702,0,0.000125031,4.9,3.77,1.77,0
408,GK,19,1,2,1,6,3,3,2.018798672,3.3,0.001250313,4.9,3.77,1.77,2
409,DEF,19,1,2,1,9,1,2,0.311781513,1.9,0,4.9,3.77,1.77,1
410,DEF,19,0,0,0,0,0,0,1.283327185,0,0.00100025,4.9,3.77,1.77,0
411,DEF,19,7,2,5,8,1,2,15.47729797,8.7,0.025506377,4.9,3.77,1.77,1
412,MID,19,1,1,1,1,1,1,0.13899095,0,0,4.9,3.77,1.77,0
413,FWD,19,13,16,11,-1,0,8,44.98783131,10.4,0.875468867,4.9,3.77,1.77,2
414,DEF,19,1,2,1,6,0,1,0.292616907,0,0.000125031,4.9,3.77,1.77,0
415,DEF,19,1,0,0,0,0,0,0.101268062,0,0,4.9,3.77,1.77,0
416,MID,19,0,0,1,0,1,0,0.120706109,0,0,4.9,3.77,1.77,0
417,DEF,19,0,0,0,0,0,0,0.043762355,0,0,4.9,3.77,1.77,0
418,DEF,19,1,5,1,6,1,2,7.40681121,5.9,0.027631908,4.9,3.77,1.77,1
419,MID,19,12,12,2,3,10,3,37.04747841,7.8,0.42448112,4.9,3.77,1.77,2
420,MID,19,2,2,2,3,5,5,0.874165219,10.4,0.002750688,4.9,3.77,1.77,7
421,MID,19,2,6,1,2,2,6,4.679373879,2.9,0.002375594,4.9,3.77,1.77,1
422,MID,19,8,2,2,3,2,2,6.017115705,5.9,0.005501375,4.9,3.77,1.77,8
423,MID,19,5,8,7,3,2,1,2.911855057,4.1,0.005751438,4.9,3.77,1.77,2
424,DEF,19,0,0,0,0,0,0,0.275960819,0,0.000375094,4.9,3.77,1.77,0
425,DEF,19,1,0,0,0,0,0,1.920265014,0,0.002250563,4.9,3.77,1.77,0
426,MID,20,2,2,2,4,2,3,0.672603969,3.9,0.001500375,4.9,3.77,1.77,2
427,GK,20,0,0,0,0,0,0,0.01820162,0,0,4.9,3.77,1.77,0
428,DEF,20,0,0,0,0,0,0,0.088452029,0,0.000125031,4.9,3.77,1.77,0
429,DEF,20,2,2,2,6,0,6,6.434813767,1.6,0.057139285,4.9,3.77,1.77,2
430,FWD,20,2,1,2,1,2,8,5.524673301,8.5,0.546261565,4.05,3.58,1.97,10
431,DEF,20,2,2,1,6,-1,7,1.004631962,2.7,0.008377094,4.05,3.58,1.97,2
432,DEF,20,1,2,2,13,1,6,7.987967195,3.5,0.211677919,4.05,3.58,1.97,3
433,DEF,20,0,0,0,0,0,0,0.006205908,0,0,4.05,3.58,1.97,0
434,MID,20,1,1,0,0,0,3,0.129420536,1.5,0.000125031,4.05,3.58,1.97,1
435,MID,20,2,2,2,3,2,1,3.458783435,0,0.048762191,4.05,3.58,1.97,1
436,MID,20,2,2,1,3,1,1,1.090527917,2.9,0.000625156,4.05,3.58,1.97,2
437,DEF,20,0,2,2,6,1,6,3.746157419,2,0.176044011,4.05,3.58,1.97,2
438,MID,20,0,0,1,1,1,3,0.098581213,0,0.000125031,4.05,3.58,1.97,0
439,DEF,20,2,2,2,5,1,6,0.406689113,2.3,0.002750688,4.05,3.58,1.97,2
440,MID,20,1,0,0,0,0,0,0.19027886,0,0.003250813,4.05,3.58,1.97,0
441,MID,20,0,0,0,0,0,0,0.021399684,0,0,4.05,3.58,1.97,0
442,MID,20,0,0,0,0,0,0,0.122049533,0,0.000125031,4.05,3.58,1.97,0
443,DEF,20,1,0,0,0,0,1,2.147184889,0,0.004626157,4.05,3.58,1.97,0
444,GK,20,0,0,0,0,0,0,0.989973178,0,0.001750438,4.05,3.58,1.97,0
445,FWD,20,1,1,1,0,1,0,0.434128264,0,0,4.05,3.58,1.97,0
446,DEF,20,0,0,0,0,0,0,0.024086534,0,0,4.05,3.58,1.97,0
447,FWD,4,0,0,1,2,9,2,0.27133611,0,0.000250063,4.05,3.58,1.97,0
448,GK,15,0,0,0,0,0,0,1.646646271,0,0.032883221,4.05,3.58,1.97,0
449,MID,15,2,2,2,1,2,1,0.127672895,0.2,0.000125031,4.05,3.58,1.97,1
450,FWD,18,12,2,1,1,6,1,11.01779396,6.3,0.032383096,4.05,3.58,1.97,1
451,DEF,5,0,0,0,0,0,0,0.065911028,4.8,0,4.05,3.58,1.97,6
452,GK,20,0,0,0,0,0,0,0.194879793,0,0,4.05,3.58,1.97,0
453,MID,12,2,0,0,1,3,1,0.386585299,0,0.000125031,4.05,3.58,1.97,0
454,DEF,18,0,0,0,0,0,0,0.437766211,0,0.000500125,4.05,3.58,1.97,0
455,FWD,9,0,1,0,0,0,0,0.412205476,0,0.000125031,4.05,3.58,1.97,0
456,DEF,15,1,0,1,0,0,1,0.078287179,2.1,0,4.05,3.58,1.97,6
457,DEF,15,1,0,0,0,0,1,0.059491123,4.5,0,4.05,3.58,1.97,6
458,MID,9,1,1,0,0,2,2,0.070167187,0.6,0,4.05,3.58,1.97,1
459,MID,13,0,0,0,0,0,0,0.055032855,0,0,4.05,3.58,1.97,0
460,DEF,16,1,2,0,6,1,0,0.091947311,0,0,4.05,3.58,1.97,0
461,MID,20,2,2,3,3,2,0,0.747716862,3.1,0.003125781,8.13,4.74,1.43,2
462,MID,4,1,0,0,0,1,0,0.049361939,0,0,8.13,4.74,1.43,0
463,DEF,10,-1,0,0,1,1,-1,0.502214927,4.7,0.001750438,8.13,4.74,1.43,8
464,MID,7,0,0,0,1,1,0,0.025536957,10.7,0,8.13,4.74,1.43,7
465,DEF,14,0,1,1,0,0,2,0.156717022,1,0,8.13,4.74,1.43,1
466,DEF,1,1,1,0,0,0,1,0.196389659,0,0.000125031,8.13,4.74,1.43,0
467,MID,18,1,2,1,1,1,1,0.252230947,0,0.000125031,8.13,4.74,1.43,0
468,FWD,18,0,1,2,1,10,5,1.020646059,0.2,0.005126282,8.13,4.74,1.43,1
469,FWD,18,0,0,0,0,0,0,0.110041933,0,0.000500125,8.13,4.74,1.43,0
470,DEF,20,0,1,0,0,0,0,0.207862268,0,0.00100025,8.13,4.74,1.43,0
471,MID,15,2,2,4,2,0,1,0.090722773,2.3,0.000125031,8.13,4.74,1.43,3
472,FWD,18,6,1,1,1,0,0,1.754940563,0,0.002625656,8.13,4.74,1.43,0
473,DEF,9,0,0,0,2,1,1,0.624442791,2.1,0.001375344,8.13,4.74,1.43,0
474,DEF,7,1,5,1,6,0,2,0.281477182,4.9,0,8.13,4.74,1.43,1
475,GK,20,3,3,2,6,0,14,2.623696417,1.1,0.092898225,8.13,4.74,1.43,2
476,GK,4,0,0,0,0,0,0,0.031017654,0,0,8.13,4.74,1.43,0
477,DEF,7,1,6,1,6,1,2,0.369988655,1.1,0.000250063,8.13,4.74,1.43,1
478,MID,1,2,1,0,3,1,0,0.169176394,2.2,0,8.13,4.74,1.43,3
479,MID,3,3,3,0,1,1,1,0.068324437,1.1,0,8.13,4.74,1.43,2
480,GK,5,0,0,0,0,0,0,0.195212677,0,0,8.13,4.74,1.43,0
481,GK,8,0,0,0,0,1,0,3.537831492,0,0.029632408,8.13,4.74,1.43,0
482,MID,8,5,1,3,12,2,10,3.451222213,11.8,0.040260065,8.13,4.74,1.43,10
483,DEF,3,6,6,2,1,7,1,1.267324976,0,0.001125281,8.13,4.74,1.43,0
484,MID,8,2,9,8,7,2,6,18.80414046,5.4,0.191922981,8.13,4.74,1.43,2
485,MID,13,1,1,3,2,1,0,2.028392863,6.1,0,8.13,4.74,1.43,1
486,GK,17,0,0,0,0,0,0,0.217611013,0,0,8.13,4.74,1.43,0
487,MID,17,0,0,1,0,1,1,0.082911888,0,0,2.1,3.44,3.74,1
488,DEF,7,1,5,1,7,1,2,0.487151927,1.7,0.000500125,2.1,3.44,3.74,0
489,GK,19,0,0,0,0,0,0,0.788732923,0,0,2.1,3.44,3.74,0
490,GK,10,0,0,0,0,0,0,0.137825856,0,0,2.1,3.44,3.74,0
491,DEF,16,1,2,1,6,5,2,12.31083422,1.8,0.486371593,2.1,3.44,3.74,4
492,MID,2,4,0,0,1,9,0,0.575699065,0,0.000500125,2.1,3.44,3.74,0
493,DEF,7,0,0,0,0,0,0,0.092636856,0,0,2.1,3.44,3.74,0
494,DEF,17,1,0,0,0,1,0,0.274534173,2.7,0,2.1,3.44,3.74,1
495,MID,18,2,0,2,2,2,2,0.041111171,3,0,2.1,3.44,3.74,2
496,MID,2,0,0,0,0,0,0,0.192181055,0,0,2.1,3.44,3.74,0
497,MID,2,0,1,0,0,0,0,0.015110555,0,0,2.1,3.44,3.74,0
498,DEF,3,0,0,0,0,0,0,0.04795907,0,0,2.1,3.44,3.74,0
499,MID,3,0,0,1,3,0,1,0.03308629,2,0,2.1,3.44,3.74,1
500,FWD,4,0,0,0,0,0,0,0.067349562,0,0.000125031,2.1,3.44,3.74,0
501,DEF,6,0,0,0,0,0,0,0.062463301,0,0,2.1,3.44,3.74,0
502,DEF,8,0,0,0,0,1,0,0.08567007,0,0,2.1,3.44,3.74,0
503,MID,8,1,0,0,0,1,0,0.062665409,4.1,0.000125031,2.1,3.44,3.74,2
504,MID,8,0,0,0,0,0,0,0.032099527,0,0,2.1,3.44,3.74,0
505,MID,9,0,0,1,0,0,0,0.042846924,0,0.000125031,2.1,3.44,3.74,0
506,MID,11,1,3,2,3,0,0,0.10424024,0,0.000125031,2.1,3.44,3.74,0
507,MID,12,0,1,0,0,0,0,0.0647816,0,0,2.1,3.44,3.74,0
508,MID,12,0,0,0,0,0,0,0.016656088,0,0,2.1,3.44,3.74,0
509,GK,13,0,0,0,0,0,0,0.5243636,0,0.000875219,2.1,3.44,3.74,0
510,DEF,13,0,0,0,0,0,1,0.078287179,0,0,2.1,3.44,3.74,0
511,MID,13,0,0,0,0,0,0,0.010711731,0,0,2.1,3.44,3.74,0
512,MID,13,0,0,0,0,0,0,0.016549089,0,0,2.1,3.44,3.74,0
513,GK,14,6,1,2,0,0,0,0.476630415,0,0.000875219,2.1,3.44,3.74,0
514,GK,14,0,0,0,0,0,0,0.345628681,0,0.009127282,2.1,3.44,3.74,0
515,DEF,15,0,0,0,0,0,0,0.26532042,0,0.000625156,2.1,3.44,3.74,0
516,FWD,15,1,1,1,0,2,2,0.106237544,6,0,2.1,3.44,3.74,2
517,MID,16,0,0,8,3,3,2,0.16607344,0.1,0.004876219,4.7,3.95,1.76,1
518,FWD,16,0,0,1,1,1,1,0.518704572,0,0.001125281,4.7,3.95,1.76,0
519,FWD,16,0,0,0,0,0,1,0.143306553,0,0,4.7,3.95,1.76,0
520,FWD,17,0,0,0,0,0,0,3.322990549,0,0.030382596,4.7,3.95,1.76,0
521,DEF,19,0,0,0,0,0,0,0.198910067,0,0.000125031,4.7,3.95,1.76,0
522,MID,19,0,0,0,0,0,0,0.061619202,0,0.000125031,4.7,3.95,1.76,0
523,FWD,20,0,0,0,0,0,0,0.065411702,0,0,4.7,3.95,1.76,0
524,MID,3,0,1,1,0,0,6,0.053986648,5,0,4.7,3.95,1.76,8
525,FWD,16,6,2,5,2,2,2,2.5646214,2.5,0.010752688,4.7,3.95,1.76,2
526,MID,2,0,0,2,0,0,0,0.040148186,0,0.000125031,4.7,3.95,1.76,0
527,DEF,6,14,0,1,6,0,0,1.734420643,9.1,0.001750438,4.7,3.95,1.76,11
528,MID,15,0,0,0,2,1,1,0.063913724,0,0,4.7,3.95,1.76,0
529,FWD,6,0,8,2,13,2,2,36.81787168,2.6,0.332333083,4.7,3.95,1.76,2
530,FWD,1,1,1,0,0,0,0,0.365637385,0,0.000250063,4.7,3.95,1.76,0
531,MID,1,1,0,0,0,0,0,0.009023534,0,0,4.7,3.95,1.76,0
532,GK,1,0,0,0,0,0,0,0.556546348,0,0.001125281,4.7,3.95,1.76,0
533,FWD,5,0,0,0,0,0,0,1.259573535,0,0.003375844,4.7,3.95,1.76,0
534,DEF,5,0,0,0,0,0,0,0.294851985,0,0.000125031,4.7,3.95,1.76,0
535,FWD,4,0,0,0,0,0,0,0.431726744,0,0.000375094,4.7,3.95,1.76,0
536,DEF,4,0,0,0,0,0,0,0.049266829,0,0,4.7,3.95,1.76,0
537,MID,4,0,0,1,0,0,0,0.035642363,0,0,4.7,3.95,1.76,0
538,MID,4,0,0,0,0,0,0,0.006479349,0,0,4.7,3.95,1.76,0
539,DEF,6,1,0,0,0,0,0,0.012923032,0,0,4.7,3.95,1.76,0
540,DEF,7,0,0,0,0,0,0,0.076301764,0,0,4.7,3.95,1.76,0
541,MID,7,1,0,0,0,0,0,0.020305923,0,0,4.7,3.95,1.76,0
542,FWD,7,0,0,0,0,0,0,1.392810348,0,0.007126782,4.7,3.95,1.76,0
543,MID,7,0,0,0,0,0,0,0.033656948,0,0,4.7,3.95,1.76,0
544,DEF,8,0,0,0,0,0,0,0.233922328,0,0,4.7,3.95,1.76,0
545,FWD,8,0,0,0,0,0,0,0.02319488,0,0,4.7,3.95,1.76,0
546,DEF,16,0,0,0,0,0,0,0.541043465,0,0.000250063,4.7,3.95,1.76,0
547,MID,20,0,0,0,0,0,0,0.090889215,0,0,4.7,3.95,1.76,0
548,MID,20,0,0,0,0,0,0,0.339268219,0,0,4.7,3.95,1.76,0
549,DEF,20,0,0,0,0,0,0,0.255131793,0,0,4.7,3.95,1.76,0
550,FWD,10,0,0,0,0,0,0,2.115988905,0,0.003750938,4.7,3.95,1.76,0
551,MID,10,0,0,0,0,1,1,0.069204202,0,0.000125031,4.7,3.95,1.76,0
552,MID,10,0,0,0,0,0,0,0.015883321,0,0,4.7,3.95,1.76,0
553,MID,11,0,0,0,0,0,0,0.018463172,0,0,4.7,3.95,1.76,0
554,DEF,19,0,0,0,0,0,0,0.2674485,0,0.000125031,4.7,3.95,1.76,0
555,DEF,13,0,0,12,2,2,2,4.42087758,2,0.002125531,4.7,3.95,1.76,2
556,GK,3,0,0,0,0,0,0,0.07041685,0,0,1.78,3.72,4.88,0
557,MID,18,0,0,0,0,0,1,0.013731464,0.5,0,1.78,3.72,4.88,1
558,MID,1,0,0,2,3,11,1,2.814331939,0.7,0.013378345,1.78,3.72,4.88,3
559,GK,1,0,0,0,6,9,3,3.715520204,1.5,0.09539885,1.78,3.72,4.88,6
560,DEF,4,0,0,0,0,0,0,0.190552301,0,0.000375094,1.78,3.72,4.88,0
561,GK,7,0,0,0,0,0,0,0.21302197,0,0.002750688,1.78,3.72,4.88,0
562,DEF,10,0,0,0,0,0,0,0.070618959,0,0.000125031,1.78,3.72,4.88,0
563,DEF,10,0,0,0,0,0,1,0.448870269,0,0.000500125,1.78,3.72,4.88,0
564,FWD,8,0,1,0,0,0,0,0.015395884,0,0,1.78,3.72,4.88,0
565,DEF,5,0,0,0,0,0,0,0.063723505,0,0.000125031,1.78,3.72,4.88,0
566,MID,12,0,0,0,0,0,0,0.003982719,0,0,1.78,3.72,4.88,0
567,DEF,16,0,0,0,0,0,0,0.013826574,0,0,1.78,3.72,4.88,0
568,FWD,2,0,0,0,0,0,1,1.174200683,0,0.003875969,1.78,3.72,4.88,1
569,DEF,3,0,0,0,0,0,0,0.251802953,0,0.000250063,1.78,3.72,4.88,0
570,DEF,8,0,0,0,0,0,0,0.013755242,0,0,1.78,3.72,4.88,0
571,GK,8,0,0,0,0,0,0,0.063568951,0,0.000500125,1.78,3.72,4.88,0
572,GK,1,0,0,0,0,0,0,0.125996586,0,0.000875219,1.78,3.72,4.88,0
573,GK,9,0,0,0,0,0,0,0.069881858,0,0.000375094,1.78,3.72,4.88,0
574,GK,18,0,0,0,0,0,0,0.75882092,0,0.001625406,1.78,3.72,4.88,0
575,MID,5,0,0,0,1,0,1,0.013137028,3.4,0,1.78,3.72,4.88,1
576,MID,10,0,0,0,0,0,0,0.012649591,0,0,1.78,3.72,4.88,0
577,FWD,10,0,0,0,0,0,0,0.303590189,0,0.001125281,1.78,3.72,4.88,0
578,MID,5,0,0,0,0,1,5,0.034679377,0,0,1.78,3.72,4.88,0
579,FWD,13,0,0,0,13,6,2,47.56979834,2.2,0.605151288,1.78,3.72,4.88,1
580,DEF,15,0,0,0,0,1,1,0.045866657,1.9,0,1.78,3.72,4.88,6
581,MID,15,0,0,0,0,5,2,0.113822544,9.6,0.000875219,1.78,3.72,4.88,2
582,MID,19,0,0,0,1,2,1,0.054747526,0,0.000125031,1.78,3.72,4.88,0
583,FWD,20,0,0,0,8,1,2,1.839148321,13.3,0.009377344,1.77,3.77,4.9,13
584,DEF,4,0,0,0,7,2,1,0.624573567,8,0.002375594,1.77,3.77,4.9,9
585,DEF,5,0,0,0,0,0,0,0.005896802,0,0,1.77,3.77,4.9,0
586,FWD,7,0,0,0,12,1,2,2.823236586,4.4,0.002500625,1.77,3.77,4.9,2
587,MID,9,0,0,0,1,1,3,0.066493575,1.8,0.000125031,1.77,3.77,4.9,2
